age,workclass,education,marital_status,occupation,relationship,race,sex,capital_change,hours_per_week,native_country,target
36,Private,0,Divorced,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
32,Private,2,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
33,Private,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,equal to 0,40,United-States,0
27,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,32,United-States,0
17,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,15,United-States,0
45,Local-gov,0,Never-married,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
41,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
19,Private,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,equal to 0,35,United-States,0
45,Private,1,Divorced,Other-service,Not-in-family,White,Female,equal to 0,8,United-States,0
41,Self-emp-inc,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 99999,70,United-States,1
34,Local-gov,0,Married-civ-spouse,Other-service,Wife,White,Female,between -50K and 0,35,United-States,0
33,Private,2,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,60,United-States,1
17,Private,0,Never-married,Prof-specialty,Own-child,Other,Female,equal to 0,20,United-States,0
51,Private,2,Divorced,Sales,Not-in-family,White,Female,equal to 0,60,United-States,0
33,Private,0,Divorced,Handlers-cleaners,Own-child,White,Male,equal to 0,20,United-States,0
23,Private,1,Never-married,Handlers-cleaners,Other-relative,White,Female,equal to 0,18,United-States,0
52,Private,2,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,equal to 0,30,United-States,1
36,Private,1,Divorced,Prof-specialty,Own-child,White,Female,equal to 0,32,United-States,0
25,Private,0,Never-married,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
38,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,20,United-States,0
64,Self-emp-not-inc,0,Separated,Transport-moving,Not-in-family,White,Male,equal to 0,45,United-States,0
42,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,40,United-States,1
29,Private,0,Never-married,Transport-moving,Own-child,White,Male,equal to 0,40,United-States,0
26,Local-gov,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,38,United-States,0
38,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,24,United-States,0
24,Private,0,Never-married,Other-service,Other-relative,White,Male,equal to 0,30,Mexico,0
43,Federal-gov,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
38,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,between 0 and 50K,40,United-States,1
28,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,45,United-States,1
18,Private,1,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,25,United-States,0
44,Private,1,Married-civ-spouse,Craft-repair,Husband,Black,Male,equal to 0,40,United-States,0
55,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
52,Private,0,Widowed,Other-service,Unmarried,Black,Female,equal to 0,40,United-States,0
31,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
35,Private,0,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
39,Private,0,Never-married,Machine-op-inspct,Unmarried,Black,Female,equal to 0,36,United-States,0
27,Private,0,Never-married,Transport-moving,Own-child,White,Male,equal to 0,40,United-States,0
23,State-gov,1,Never-married,Adm-clerical,Not-in-family,White,Male,equal to 0,15,United-States,0
26,Private,0,Separated,Craft-repair,Other-relative,White,Male,between 0 and 50K,50,United-States,0
33,Private,1,Never-married,Other-service,Not-in-family,White,Male,equal to 0,40,Cuba,0
39,Private,1,Never-married,Craft-repair,Unmarried,White,Female,equal to 0,40,United-States,0
44,Private,0,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,40,United-States,0
38,Private,0,Divorced,Exec-managerial,Unmarried,White,Female,equal to 0,40,United-States,0
18,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,15,United-States,0
54,Private,0,Widowed,Other-service,Not-in-family,White,Female,equal to 0,15,United-States,0
45,Private,0,Never-married,Adm-clerical,Own-child,Black,Female,equal to 0,40,United-States,0
43,Private,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,equal to 0,40,India,1
23,Local-gov,2,Never-married,Prof-specialty,Own-child,White,Female,equal to 0,40,United-States,0
37,Private,1,Never-married,Exec-managerial,Not-in-family,White,Male,between 0 and 50K,40,United-States,0
33,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,50,United-States,0
45,Private,2,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,1
32,Self-emp-inc,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,55,United-States,0
47,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
44,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
22,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
17,Private,0,Never-married,Sales,Own-child,White,Male,equal to 0,30,United-States,0
64,Self-emp-inc,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,between -50K and 0,60,United-States,1
30,Local-gov,2,Married-civ-spouse,Protective-serv,Husband,White,Male,equal to 0,45,United-States,1
51,Private,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,70,United-States,1
26,State-gov,0,Never-married,Protective-serv,Not-in-family,White,Male,equal to 0,40,United-States,0
31,Private,1,Never-married,Sales,Not-in-family,White,Female,between -50K and 0,40,United-States,0
50,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
18,Private,1,Never-married,Prof-specialty,Own-child,White,Male,between 0 and 50K,10,United-States,0
63,Private,0,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,40,United-States,0
48,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,43,United-States,1
37,Self-emp-inc,2,Married-civ-spouse,Sales,Husband,White,Male,between -50K and 0,50,United-States,1
51,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,28,United-States,0
29,Private,0,Never-married,Exec-managerial,Not-in-family,White,Female,equal to 0,38,United-States,0
69,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,25,United-States,0
56,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,60,United-States,0
26,Private,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,40,United-States,0
39,Local-gov,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,40,United-States,1
42,Self-emp-not-inc,0,Separated,Other-service,Not-in-family,White,Female,equal to 0,22,United-States,0
41,Federal-gov,0,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,1
45,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,between -50K and 0,40,United-States,1
23,Private,1,Never-married,Adm-clerical,Own-child,White,Male,equal to 0,40,United-States,0
29,Private,2,Never-married,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,1
34,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,50,United-States,0
31,Private,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,between -50K and 0,20,United-States,1
46,Local-gov,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,40,United-States,1
46,Without-pay,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,equal to 0,25,United-States,0
33,Private,0,Separated,Other-service,Unmarried,White,Female,equal to 0,40,Mexico,0
46,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
26,Private,0,Never-married,Other-service,Own-child,Black,Female,equal to 0,40,United-States,0
49,Local-gov,2,Divorced,Prof-specialty,Unmarried,White,Female,equal to 0,50,France,0
66,Private,0,Widowed,Prof-specialty,Not-in-family,Other,Female,equal to 0,35,Puerto-Rico,0
55,State-gov,0,Married-civ-spouse,Tech-support,Wife,White,Female,between -50K and 0,40,United-States,1
35,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
27,Private,1,Divorced,Adm-clerical,Unmarried,White,Female,equal to 0,40,United-States,0
31,Private,0,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,40,United-States,0
47,Private,1,Separated,Adm-clerical,Unmarried,White,Female,equal to 0,16,Germany,0
48,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
27,Private,1,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,56,United-States,0
38,Private,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
27,Private,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,0
23,Private,1,Never-married,Prof-specialty,Own-child,White,Male,between -50K and 0,20,United-States,0
17,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,15,United-States,0
44,State-gov,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
26,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,48,United-States,0
37,Private,0,Never-married,Transport-moving,Other-relative,White,Female,equal to 0,40,United-States,0
49,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,55,United-States,1
42,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
26,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
73,Private,1,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,equal to 0,32,United-States,0
44,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
47,Private,3,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
28,Private,1,Divorced,Prof-specialty,Own-child,White,Female,equal to 0,20,United-States,0
49,Private,1,Divorced,Tech-support,Not-in-family,White,Male,equal to 0,40,United-States,0
17,Private,0,Never-married,Sales,Own-child,White,Female,equal to 0,20,United-States,0
42,Private,1,Divorced,Prof-specialty,Not-in-family,White,Male,equal to 0,40,United-States,0
30,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
36,State-gov,1,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,equal to 0,37,Hong,0
53,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
23,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,equal to 0,40,United-States,0
35,Private,0,Divorced,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
32,Private,0,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,between 0 and 50K,60,United-States,1
39,Private,2,Widowed,Prof-specialty,Unmarried,White,Female,equal to 0,50,Poland,1
40,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,60,United-States,0
28,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
32,Private,0,Never-married,Transport-moving,Own-child,White,Male,equal to 0,40,United-States,0
42,Private,1,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,40,United-States,0
35,Private,2,Never-married,Adm-clerical,Not-in-family,White,Female,equal to 0,43,United-States,0
35,Private,0,Never-married,Machine-op-inspct,Unmarried,Black,Female,equal to 0,40,United-States,0
21,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
71,Private,0,Widowed,Exec-managerial,Not-in-family,White,Male,between 0 and 50K,40,United-States,1
31,Private,0,Separated,Other-service,Not-in-family,White,Male,equal to 0,40,United-States,0
25,Local-gov,1,Never-married,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
35,Private,0,Never-married,Adm-clerical,Own-child,White,Female,between 0 and 50K,40,United-States,0
24,Private,0,Never-married,Other-service,Other-relative,White,Male,equal to 0,25,United-States,0
69,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,25,United-States,0
35,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,equal to 0,40,United-States,1
35,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
42,Private,2,Never-married,Sales,Not-in-family,White,Male,between 0 and 50K,50,United-States,1
51,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,40,United-States,1
48,Private,0,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,44,United-States,0
49,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
53,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,99,United-States,0
43,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,40,United-States,0
53,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
35,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
36,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,40,United-States,0
34,Local-gov,3,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,40,United-States,0
48,Private,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,1
53,Private,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
37,Private,1,Divorced,Handlers-cleaners,Own-child,White,Male,between -50K and 0,40,United-States,0
49,State-gov,3,Divorced,Exec-managerial,Not-in-family,White,Female,equal to 0,40,United-States,0
30,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
41,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
25,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,40,United-States,0
24,Private,1,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,65,United-States,0
34,Private,0,Never-married,Craft-repair,Own-child,White,Male,equal to 0,40,United-States,0
29,Private,0,Never-married,Craft-repair,Unmarried,White,Female,equal to 0,42,United-States,0
23,Private,2,Never-married,Tech-support,Not-in-family,Black,Female,equal to 0,45,United-States,0
46,Private,1,Separated,Sales,Not-in-family,White,Male,equal to 0,42,United-States,0
20,Private,1,Never-married,Other-service,Own-child,White,Female,equal to 0,15,United-States,0
63,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
40,Self-emp-not-inc,3,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,50,United-States,0
33,Private,1,Divorced,Prof-specialty,Not-in-family,White,Male,equal to 0,50,United-States,0
24,Federal-gov,1,Never-married,Adm-clerical,Own-child,Black,Female,equal to 0,40,United-States,0
36,Private,1,Never-married,Other-service,Own-child,White,Male,equal to 0,45,United-States,0
25,Private,0,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
54,Local-gov,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
50,Self-emp-not-inc,2,Divorced,Sales,Not-in-family,White,Male,equal to 0,50,United-States,0
58,State-gov,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
17,Private,0,Never-married,Other-service,Own-child,White,Male,equal to 0,20,England,0
40,Private,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,50,United-States,1
27,Private,2,Never-married,Sales,Own-child,White,Male,equal to 0,40,United-States,0
20,Private,0,Separated,Sales,Own-child,White,Female,equal to 0,26,United-States,0
22,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,35,United-States,0
80,Self-emp-not-inc,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,25,United-States,0
52,Private,0,Divorced,Transport-moving,Not-in-family,White,Male,equal to 0,45,United-States,0
40,Federal-gov,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,between 0 and 50K,48,United-States,1
48,Private,0,Separated,Machine-op-inspct,Own-child,White,Female,equal to 0,48,United-States,0
62,Private,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,25,United-States,0
32,Private,1,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,42,United-States,1
21,Private,1,Never-married,Prof-specialty,Not-in-family,White,Female,equal to 0,28,United-States,0
58,Federal-gov,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,1
37,Self-emp-not-inc,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,60,United-States,1
29,Self-emp-inc,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,35,United-States,1
25,Private,0,Never-married,Other-service,Not-in-family,White,Male,equal to 0,40,United-States,0
26,Private,1,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
50,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,50,United-States,0
30,Federal-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
30,Local-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,80,United-States,0
59,Private,0,Widowed,Other-service,Not-in-family,White,Female,equal to 0,10,United-States,0
36,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,40,United-States,0
37,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,50,Ecuador,1
42,Private,2,Married-civ-spouse,Exec-managerial,Wife,White,Female,equal to 0,40,United-States,1
34,Private,2,Married-civ-spouse,Exec-managerial,Husband,Black,Male,equal to 0,45,United-States,1
27,Self-emp-not-inc,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,0
39,Private,2,Married-civ-spouse,Tech-support,Husband,White,Male,equal to 0,50,United-States,1
41,Private,1,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,between 0 and 50K,60,India,1
34,Self-emp-not-inc,2,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,between 0 and 50K,70,South,1
41,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
50,Private,1,Divorced,Adm-clerical,Unmarried,Black,Female,equal to 0,40,United-States,0
18,Private,0,Never-married,Handlers-cleaners,Other-relative,White,Female,equal to 0,28,United-States,0
23,Private,2,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,15,United-States,0
26,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,48,United-States,0
38,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,between 0 and 50K,60,United-States,1
27,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,88,United-States,0
21,Private,0,Never-married,Handlers-cleaners,Not-in-family,Other,Male,equal to 0,40,Dominican-Republic,0
41,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
42,Self-emp-not-inc,1,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,equal to 0,35,United-States,0
25,Private,0,Never-married,Machine-op-inspct,Own-child,White,Male,equal to 0,40,United-States,0
43,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,1
23,Private,1,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,15,United-States,0
40,Local-gov,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,between 0 and 50K,40,United-States,1
23,Private,1,Never-married,Sales,Own-child,Black,Male,equal to 0,9,United-States,0
18,Private,0,Never-married,Other-service,Not-in-family,White,Female,equal to 0,20,United-States,0
37,Private,2,Never-married,Exec-managerial,Not-in-family,White,Male,equal to 0,50,United-States,0
58,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,between 0 and 50K,40,United-States,0
36,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
36,Private,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
25,Private,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,between 0 and 50K,40,United-States,1
62,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,40,United-States,1
34,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,between 0 and 50K,40,United-States,0
27,Private,2,Never-married,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,36,United-States,0
23,Private,0,Never-married,Sales,Own-child,White,Male,equal to 0,35,United-States,0
55,Private,0,Divorced,Adm-clerical,Not-in-family,White,Female,equal to 0,40,United-States,0
42,Private,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,equal to 0,40,United-States,0
22,Private,0,Never-married,Adm-clerical,Own-child,Black,Female,equal to 0,38,United-States,0
44,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,40,United-States,1
42,Local-gov,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
21,Private,0,Never-married,Adm-clerical,Unmarried,White,Male,equal to 0,40,United-States,0
25,Private,1,Divorced,Adm-clerical,Not-in-family,Black,Female,equal to 0,45,United-States,0
31,Private,0,Separated,Handlers-cleaners,Unmarried,White,Male,equal to 0,35,Honduras,0
42,Private,1,Divorced,Craft-repair,Not-in-family,White,Male,equal to 0,38,United-States,0
26,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,20,United-States,0
62,Private,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,between -50K and 0,98,United-States,1
28,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,50,United-States,1
34,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,40,United-States,0
51,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,equal to 0,40,United-States,0
45,Local-gov,3,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,45,United-States,1
44,Private,1,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,50,United-States,1
47,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,10,United-States,0
35,Private,1,Married-spouse-absent,Farming-fishing,Own-child,White,Male,equal to 0,40,United-States,0
46,Private,0,Married-civ-spouse,Transport-moving,Husband,White,Male,equal to 0,40,United-States,0
46,Private,1,Never-married,Tech-support,Not-in-family,White,Male,equal to 0,56,United-States,0
46,Private,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,53,United-States,1
66,Self-emp-not-inc,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,equal to 0,8,United-States,1
34,State-gov,0,Separated,Adm-clerical,Unmarried,White,Female,equal to 0,20,United-States,0
26,Private,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
29,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,40,United-States,1
30,Private,0,Never-married,Other-service,Not-in-family,Black,Male,equal to 0,40,United-States,0
23,Private,2,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,40,United-States,0
46,Private,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,equal to 0,40,United-States,0
44,Private,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,0
54,Private,3,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,68,United-States,1
54,Self-emp-not-inc,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,60,United-States,0
71,Private,0,Widowed,Sales,Unmarried,White,Female,equal to 0,13,United-States,0
51,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,45,United-States,0
32,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
75,Private,0,Married-AF-spouse,Prof-specialty,Wife,White,Female,between 0 and 50K,14,United-States,0
57,Private,0,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,equal to 0,40,Canada,0
34,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,40,United-States,0
40,Private,2,Divorced,Sales,Not-in-family,White,Male,between 0 and 50K,40,United-States,1
21,Private,0,Never-married,Exec-managerial,Own-child,White,Female,equal to 0,40,United-States,0
50,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,equal to 0,40,United-States,1
32,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,44,Ireland,0
37,Local-gov,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,50,United-States,1
19,Private,0,Married-civ-spouse,Craft-repair,Husband,White,Male,equal to 0,99,United-States,0
64,Private,0,Widowed,Adm-clerical,Not-in-family,White,Female,equal to 0,30,United-States,0
17,Private,0,Never-married,Other-service,Own-child,Black,Male,equal to 0,20,United-States,0
37,Private,1,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
32,Private,1,Never-married,Craft-repair,Not-in-family,White,Male,between 0 and 50K,45,United-States,0
20,Private,1,Never-married,Other-service,Own-child,Black,Male,equal to 0,20,United-States,0
39,Self-emp-not-inc,4,Never-married,Prof-specialty,Not-in-family,White,Male,between 0 and 50K,40,United-States,1
18,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,40,Columbia,0
42,Private,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,between -50K and 0,50,United-States,1
43,Private,1,Married-civ-spouse,Sales,Husband,White,Male,between 0 and 50K,40,United-States,1
42,Private,2,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,55,United-States,1
53,Local-gov,2,Married-civ-spouse,Prof-specialty,Wife,White,Female,equal to 0,60,United-States,1
52,Private,0,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,0
51,Private,0,Never-married,Farming-fishing,Own-child,White,Male,equal to 0,40,United-States,0
77,Self-emp-inc,1,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,8,United-States,0
25,Private,1,Never-married,Sales,Own-child,Black,Female,between 0 and 50K,30,United-States,0
38,Local-gov,1,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,40,United-States,0
20,Private,0,Never-married,Other-service,Not-in-family,White,Male,equal to 0,40,United-States,0
23,Private,0,Never-married,Craft-repair,Not-in-family,White,Male,equal to 0,30,United-States,0
27,Private,0,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,40,United-States,0
19,Private,0,Never-married,Other-service,Own-child,White,Female,equal to 0,40,United-States,0
41,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,1
47,Federal-gov,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,equal to 0,40,United-States,0
72,Private,2,Separated,Prof-specialty,Not-in-family,White,Female,between 0 and 50K,7,United-States,0
42,Private,3,Never-married,Exec-managerial,Not-in-family,White,Female,between 0 and 50K,40,United-States,0
36,Private,2,Married-civ-spouse,Sales,Husband,White,Male,equal to 0,40,United-States,1
42,Self-emp-inc,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,equal to 0,60,United-States,1
24,Private,2,Never-married,Adm-clerical,Own-child,White,Female,equal to 0,40,United-States,0
22,Private,0,Never-married,Handlers-cleaners,Own-child,White,Male,equal to 0,40,United-States,0
29,Private,0,Married-civ-spouse,Other-service,Husband,White,Male,equal to 0,40,United-States,0
42,Private,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,between 0 and 50K,40,United-States,1
24,Private,2,Never-married,Prof-specialty,Own-child,White,Male,equal to 0,20,United-States,0
41,Private,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,equal to 0,45,United-States,1
29,Private,0,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,equal to 0,40,Philippines,0
